Internal - All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Address,Content,Status Code,Status,Title 1,Title 1 Length,Title 1 Pixel Width,Meta Description 1,Meta Description 1 Length,Meta Description 1 Pixel Width,Meta Keyword 1,Meta Keywords 1 Length,H1-1,H1-1 length,H1-2,H1-2 length,H2-1,H2-1 length,H2-2,H2-2 length,Meta Robots 1,Meta Robots 2,Meta Refresh 1,Canonical Link Element 1,Size,Word Count,Text Ratio,Crawl Depth,Inlinks,Unique Inlinks,% of Total,Outlinks,Unique Outlinks,External Outlinks,Unique External Outlinks,Hash,Response Time,Last Modified,Redirect URI,Redirect Type,view_count 1,video_title 1,update_date 1,channel_info 1,URL Encoded Address,,,,
https://www.youtube.com/watch?v=eVavWz9T4lQ,text/html, charset=utf-8,200,OK,Quỷ vương Faker gank team đỉnh cao đại chiến Mid Top 1 LCK Hè 2018 - KT Ucal - YouTube,86,750,Quỷ vương Faker gank team đỉnh cao đại chiến Mid Top 1 LCK Hè 2018 - KT Ucal Liên hệ quảng cáo : splolchannel@gmail.com ►Đăng ký theo dõi kênh : https://goo....,160,980,"faker, skt, skt faker, mid, top 1, lck, quỷ vương faker, kt ucal, faker vs kt ucal, cktg 2018, vcs 2018, levi, vetv, lol, lmht, liên minh huyền thoại, lol ch...",160,Video này không sẵn có.,23,Quỷ vương Faker gank team đỉnh cao đại chiến Mid Top 1 LCK Hè 2018 - KT Ucal,76,,0,,0,,,,https://www.youtube.com/watch?v=eVavWz9T4lQ,197470,1035,2.667747,4,4,2,0,63,39,10,7,5cc91756d3e81c88d74fc85cd022365b,0.208,,,,28.641 lượt xem,"
    Quỷ vương Faker gank team đỉnh cao đại chiến Mid Top 1 LCK Hè 2018 - KT Ucal
  ","Xuất bản 19 thg 9, 2018","
    <a class=""yt-uix-sessionlink       spf-link"" data-sessionlink=""itct=CDkQ4TkiEwi3n9jzoZPiAhVNUGAKHf-BC5Eo-B0"" href=""/channel/UCDUHF8SenGDC3xkTUhQEqjw"">LOL Channel</a>
       
      <span aria-label=""Đã xác minh"" class=""yt-channel-title-icon-verified yt-uix-tooltip yt-sprite"" data-tooltip-text=""Đã xác minh""></span>
  ",https://www.youtube.com/watch?v=eVavWz9T4lQ,,,
https://www.youtube.com/watch?v=3fi7uwBU-CE&list=PUuxh56VsQXSrRzbeKwDIyqQ,text/html, charset=utf-8,200,OK,Chi Pu | ANH ƠI Ở LẠI - Official M/V (Chuyện Cám Tấm) (치푸) - YouTube,68,585,Chi Pu | ANH ƠI Ở LẠI - Official M/V (Chuyện Cám Tấm) (치푸) Official Audio: https://mp3.zing.vn/bai-hat/Anh-Oi-O-Lai-Chi-Pu-Dat-G/ZWADIED6.html #ChiPu #AnhOiO...,160,975,"anh ơi ở lại, anh oi o lai, chi pu anh ơi ở lại, chi pu anh oi o lai, Chi pu, chi pu comeback, aool, đạt g, anh ơi ở lại chi pu, anh oi o lai chi pu, chi pu ...",160,Video này không sẵn có.,23,Chi Pu | ANH ƠI Ở LẠI - Official M/V (Chuyện Cám Tấm) (치푸),58,Bản phiên âm,12,,0,noindex,,,https://www.youtube.com/watch?v=3fi7uwBU-CE&list=PUuxh56VsQXSrRzbeKwDIyqQ,449914,3812,3.9932077,4,3,3,0,201,177,10,7,75d9444266233ea4ed7a2b4a8dc5d3fc,0.133,,,,35.592.239 lượt xem,"
    Chi Pu | ANH ƠI Ở LẠI - Official M/V (Chuyện Cám Tấm) (치푸)
  ","Đã công chiếu vào 23 thg 4, 2019","
    <a class=""yt-uix-sessionlink       spf-link"" data-sessionlink=""itct=CMMBEOE5IhMIgZGd86GT4gIV0G2LCh3ERw4YKPgd"" href=""/channel/UCuxh56VsQXSrRzbeKwDIyqQ"">Chi Pu Official</a>
       
      <span aria-label=""Đã xác minh"" class=""yt-channel-title-icon-verified yt-uix-tooltip yt-sprite"" data-tooltip-text=""Đã xác minh""></span>
  ",https://www.youtube.com/watch?v=3fi7uwBU-CE&list=PUuxh56VsQXSrRzbeKwDIyqQ,,,
https://www.youtube.com/watch?v=blnfq8RqcG8,text/html, charset=utf-8,200,OK,League of Legends 360 Video Demo 3 - YouTube,44,396,"Watch it on mobile phone, rotate your phone to see the battles in 360 degree! 1440p or above resolution HIGHLY recommended!! On Desktop, use the AWSD key to ...",160,965,,0,Video này không sẵn có.,23,League of Legends 360 Video Demo 3,34,,0,,0,,,,https://www.youtube.com/watch?v=blnfq8RqcG8,194000,788,2.1659794,4,14,7,0,57,36,11,8,623fa8699a8f7fcfcec8c7108158ed28,0.167,,,,1.097 lượt xem,"
    League of Legends 360 Video Demo 3
  ","Xuất bản 11 thg 1, 2016","
    <a class=""yt-uix-sessionlink       spf-link"" data-sessionlink=""itct=CDUQ4TkiEwiE4_7zoZPiAhUKylgKHZt1Dbgo-B0"" href=""/channel/UCDzFF8OMSZtxWgUMGzy2gAA"">Jieyi Long</a>
  ",https://www.youtube.com/watch?v=blnfq8RqcG8,,,
https://www.youtube.com/watch?v=HSwPZxido0w,text/html, charset=utf-8,200,OK,Phố Đèn Đỏ - Monga| Phim Hành Động Đặc Sắc | AFILM - YouTube,64,546,"Phố Đèn Đỏ - Monga| Phim Hành Động Đặc Sắc | AFILM #phodendo, #monga, #trieuhuudinh, #hanhdong ✡Tổng hợp phim Hoa Ngữ hay: http://bit.ly/phimHoaNgu ✡Full...",160,983,"phim phố đèn đỏ, phố đèn đỏ phim, phố đèn đỏ thái lan, phố đèn đỏ, hành động, phim hành động, phim hành đông hay, đèn đỏ, afilm, phố, ph...",160,Video này không sẵn có.,23,Phố Đèn Đỏ - Monga| Phim Hành Động Đặc Sắc | AFILM,50,Bản phiên âm,12,,0,,,,https://www.youtube.com/watch?v=HSwPZxido0w,256765,1063,2.1042588,4,200,100,0.06,67,42,10,7,3ac919c97ee28966e510f45c231e9484,0.16,,,,6.527.736 lượt xem,"
    Phố Đèn Đỏ - Monga| Phim Hành Động Đặc Sắc | AFILM
  ","Xuất bản 15 thg 5, 2018","
    <a class=""yt-uix-sessionlink       spf-link"" data-sessionlink=""itct=CFoQ4TkiEwjvrpv0oZPiAhUJW1gKHfwZABEo-B0"" href=""/channel/UCCfXdwO2izIFPCGRXlwPyDA"">A FILM</a>
       
      <span aria-label=""Đã xác minh"" class=""yt-channel-title-icon-verified yt-uix-tooltip yt-sprite"" data-tooltip-text=""Đã xác minh""></span>
  ",https://www.youtube.com/watch?v=HSwPZxido0w,,,
https://www.youtube.com/channel/UCB0d0JLn1WcGYcwwZ87d2LA,text/html, charset=utf-8,200,OK,Rclbeauty101 - YouTube,22,200,"I make different types of videos ranging from, DIYs, life hacks, comedy, skits, and anything I enjoy making, I hope you enjoy it too! For all business and br...",160,899,"""rachel rclbeauty101 diy makeup diy life hacks hairstyles back to school parody prank how to beauty"" makeup comedy funny hot",124,Rclbeauty101,12,,0,Rclbeauty101,12,Trang chủ,10,,,,https://www.youtube.com/channel/UCB0d0JLn1WcGYcwwZ87d2LA,513790,2761,2.7561846,4,174,70,0.04,233,97,13,12,f0cbe479e9c241f136a80cd955511894,1.293,,,,,,,,https://www.youtube.com/channel/UCB0d0JLn1WcGYcwwZ87d2LA,,,
https://www.youtube.com/watch?v=AKcl95Yh5CM&list=PLiCvVJzBupKmtncNx-0Nb2EHLYIe2khyn&index=40&t=0s,text/html, charset=utf-8,200,OK,[Garena Free Fire] Dùng Súng CG15 Lấy Top 1 Dame Mạnh 100% | Lưu Trung TV - YouTube,83,753,[Garena Free Fire] Dùng Súng CG15 Lấy Top 1 Dame Mạnh 100% | Lưu Trung TV 👉Hiện tại mình đang live stream trên App Nonolive ID của mình là 8748535 các bạn nh...,161,986,"free fire battle grounds, free fire, free fire viet nam, tai game free fire, free fire phien ban moi, hack game free fire, huong dan free fire, lay top 1 fre...",160,Video này không sẵn có.,23,[Garena Free Fire] Dùng Súng CG15 Lấy Top 1 Dame Mạnh 100% | Lưu Trung TV,73,,0,,0,noindex,,,https://www.youtube.com/watch?v=AKcl95Yh5CM&list=PLiCvVJzBupKmtncNx-0Nb2EHLYIe2khyn&index=40,447990,3670,3.9572184,4,2,1,0,215,185,11,7,a9d349b5357676eda796e23769abbc63,0.259,,,,289.276 lượt xem,"
    [Garena Free Fire] Dùng Súng CG15 Lấy Top 1 Dame Mạnh 100% | Lưu Trung TV
  ","Xuất bản 9 thg 5, 2019","
    <a class=""yt-uix-sessionlink       spf-link"" data-sessionlink=""itct=CMoBEOE5IhMIxvju86GT4gIVWngqCh3_4AMJKPgd"" href=""/channel/UCWadfM3yppUJmS7ybpDdJQg"">Lưu Trung TV</a>
       
      <span aria-label=""Đã xác minh"" class=""yt-channel-title-icon-verified yt-uix-tooltip yt-sprite"" data-tooltip-text=""Đã xác minh""></span>
  ",https://www.youtube.com/watch?v=AKcl95Yh5CM&list=PLiCvVJzBupKmtncNx-0Nb2EHLYIe2khyn&index=40&t=0s,,,
https://www.youtube.com/watch?v=yECxBufCVXA&list=PLWg7ORO-ZrrDIxu8fuE7jEPDeAr_rm3cQ,text/html, charset=utf-8,200,OK,AMEE x B RAY - ‘ANH NHÀ Ở ĐÂU THẾ’ Dance Practice - YouTube,59,545,“Anh Nhà Ở Đâu Thế” Dance Practice AMEE x B RAY Guest: Nicky (MONSTAR) Choreographer: Bảo Bảo Dancers: Oh Dance Team Edited by Aiden Nguyễn Colorist by Jason...,160,1031,"st.319, st319, st.319 dance, st319 dance, dance cover, kpop dance cover, 9x, kpop dance cover group, st.319 dance from vietnam, st319 dance from vietnam, vie...",160,Video này không sẵn có.,23,AMEE x B RAY - ‘ANH NHÀ Ở ĐÂU THẾ’ Dance Practice,49,,0,,0,noindex,,,https://www.youtube.com/watch?v=yECxBufCVXA&list=PLWg7ORO-ZrrDIxu8fuE7jEPDeAr_rm3cQ,250233,1180,2.5411503,4,8,7,0,87,64,11,7,963740a11189946c8304c225bfd06b7d,0.136,,,,1.244.994 lượt xem,"
    AMEE x B RAY - ‘ANH NHÀ Ở ĐÂU THẾ’ Dance Practice
  ","Xuất bản 2 thg 5, 2019","
    <a class=""yt-uix-sessionlink       spf-link"" data-sessionlink=""itct=CE4Q4TkiEwiL9tb0oZPiAhWLAioKHe-NDP4o-B0"" href=""/channel/UCSnVteUNlhr1SqCjTQx0PDQ"">St.319 Entertainment</a>
       
      <span aria-label=""Đã xác minh"" class=""yt-channel-title-icon-verified yt-uix-tooltip yt-sprite"" data-tooltip-text=""Đã xác minh""></span>
  ",https://www.youtube.com/watch?v=yECxBufCVXA&list=PLWg7ORO-ZrrDIxu8fuE7jEPDeAr_rm3cQ,,,
https://www.youtube.com/channel/UC5zJwsFtEs9WYe3A76p7xIA,text/html, charset=utf-8,200,OK,Professor Live - YouTube,24,205,The Professor is a world renowned basketball entertainer. For bookings: GloballyProfessor@gmail.com Instagram: https://www.instagram.com/globalhooper Faceboo...,160,962,Streetball Professor Grayson Boucher And1 Spiderman basketball Ball Up highlights,81,Professor Live,14,,0,Professor Live,14,Trang chủ,10,,,,https://www.youtube.com/channel/UC5zJwsFtEs9WYe3A76p7xIA,661196,3559,2.8992915,4,261,98,0.06,339,138,12,12,82bb05e713605c1e136425db3df8c80c,1.323,,,,,,,,https://www.youtube.com/channel/UC5zJwsFtEs9WYe3A76p7xIA,,,
https://www.youtube.com/results?search_query=%23dongcung,,0,Blocked by Robots.txt,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,0,0,0,4,91,47,0.03,0,0,0,0,,,,,,,,,,https://www.youtube.com/results?search_query=%23dongcung,,,,
https://www.youtube.com/watch?v=wINFvDtwtNA&list=PLdidbX8UYtmI28i2qI7nYaeOwvnPeNEU-,text/html, charset=utf-8,200,OK,"BooM M - Trải Nghiệm Ngay Ngày Đầu Ra Mắt, Gameplay Vui Tuyệt Hảo| Con Kẹc - YouTube",84,756,"BooM M - Trải Nghiệm Ngay Ngày Đầu Ra Mắt, Gameplay Vui Tuyệt Hảo| Con Kẹc Đăng ký ngay Con Kẹc: http://bit.ly/conkecTHD Download game: https://bnbm.nexon.co...",160,1006,"conkec, conkecgaming, con kẹc, game mobile mới, game mobile 2019, tom hậu đậu, tom hau dau, boom m, boom, boom mobile, trải nghiệm ngay ngày đầu, ra mắt, gam...",160,Video này không sẵn có.,23,"BooM M - Trải Nghiệm Ngay Ngày Đầu Ra Mắt, Gameplay Vui Tuyệt Hảo| Con Kẹc",74,,0,,0,noindex,,,https://www.youtube.com/watch?v=wINFvDtwtNA&list=PLdidbX8UYtmI28i2qI7nYaeOwvnPeNEU-,217411,1126,2.6369412,4,6,5,0,80,48,11,7,a6b62a649d9c024a26a727c61f8543d9,0.14,,,,9.123 lượt xem,"
    BooM M - Trải Nghiệm Ngay Ngày Đầu Ra Mắt, Gameplay Vui Tuyệt Hảo| Con Kẹc
  ","Đã công chiếu vào 20 thg 3, 2019","
    <a class=""yt-uix-sessionlink       spf-link"" data-sessionlink=""itct=CEcQ4TkiEwjGqvX0oZPiAhXEK2AKHdTRCPko-B0"" href=""/channel/UCqe8iQCVD3n92swGJotiQwg"">Con Kẹc</a>
  ",https://www.youtube.com/watch?v=wINFvDtwtNA&list=PLdidbX8UYtmI28i2qI7nYaeOwvnPeNEU-,,,
https://www.youtube.com/watch?v=k-b8AiWqCx0,text/html, charset=utf-8,200,OK,Nhanh Như Chớp | Tập 37 Full HD: Trường Giang Nhũn Não Trước Mẹ Con Lê Giang - Lê Lộc Siêu Lầy - YouTube,104,929,HTV Nhanh Như Chớp | Tập 37 Full HD: Trường Giang Nhũn Não Trước Mẹ Con Lê Giang - Lê Lộc Siêu Lầy Xem thêm tại: https://youtu.be/k-b8AiWqCx0 Nhanh Như Chớp ...,160,1014,"dong tay promotion, đông tây promotion, Nhanh Nhu Chop, Nhanh Như Chớp, HTV Nhanh Nhu Chop, HTV Nhanh Như Chớp, Nhanh Nhu Chop Mua 2, Nhanh Như Chớp Mùa 2, H...",160,Video này không sẵn có.,23,Nhanh Như Chớp | Tập 37 Full HD: Trường Giang Nhũn Não Trước Mẹ Con Lê Giang - Lê Lộc Siêu Lầy,94,Bản phiên âm,12,,0,,,,https://www.youtube.com/watch?v=k-b8AiWqCx0,224218,1176,2.7352843,4,143,73,0.04,80,53,10,7,46490a540dabd3bc7018d47d331fa9c4,0.146,,,,5.800.504 lượt xem,"
    Nhanh Như Chớp | Tập 37 Full HD: Trường Giang Nhũn Não Trước Mẹ Con Lê Giang - Lê Lộc Siêu Lầy
  ","Xuất bản 22 thg 12, 2018","
    <a class=""yt-uix-sessionlink       spf-link"" data-sessionlink=""itct=CEQQ4TkiEwjN0KP1oZPiAhWPW2AKHe3xDLso-B0"" href=""/channel/UCFMEYTv6N64hIL9FlQ_hxBw"">ĐÔNG TÂY PROMOTION OFFICIAL</a>
       
      <span aria-label=""Đã xác minh"" class=""yt-channel-title-icon-verified yt-uix-tooltip yt-sprite"" data-tooltip-text=""Đã xác minh""></span>
  ",https://www.youtube.com/watch?v=k-b8AiWqCx0,,,
https://www.youtube.com/watch?v=ebp8bToh9Cc,text/html, charset=utf-8,200,OK,"Thanh Thúy | Tiếng Hát Liêu Trai P2 | Duy Khánh, Thanh Tuyền, Trúc Mai - YouTube",80,690,"Mời các bạn lắng nghe những ca khúc gắn liền với tên tuổi Thanh Thúy kết hợp với các ca sĩ Duy Khánh, Thanh Tuyền, Trúc Mai 00:00 LK-Chuyện Buồn Ngày Xu...",160,949,"trung tam asia, trung tâm asia, asia entertainment, nhạc việt nam, vietnam music, bolero, nhạc bolero, nhac bolero, Nhac Vang, Nhac Vang Hai Ngoai, Nhac Vang...",160,Video này không sẵn có.,23,"Thanh Thúy | Tiếng Hát Liêu Trai P2 | Duy Khánh, Thanh Tuyền, Trúc Mai",70,,0,,0,,,,https://www.youtube.com/watch?v=ebp8bToh9Cc,210347,1064,2.6608412,4,19,8,0,69,43,10,7,eb942957e91389b42e26af4079ab6ec,0.157,,,,57.543 lượt xem,"
    Thanh Thúy | Tiếng Hát Liêu Trai P2 | Duy Khánh, Thanh Tuyền, Trúc Mai
  ","Xuất bản 9 thg 11, 2018","
    <a class=""yt-uix-sessionlink       spf-link"" data-sessionlink=""itct=CDwQ4TkiEwiE0aP1oZPiAhUNXVgKHUlUDs4o-B0"" href=""/channel/UCkHASsLOHuddMTzARove3AA"">Asia Entertainment Official</a>
       
      <span aria-label=""Đã xác minh"" class=""yt-channel-title-icon-verified yt-uix-tooltip yt-sprite"" data-tooltip-text=""Đã xác minh""></span>
  ",https://www.youtube.com/watch?v=ebp8bToh9Cc,,,
https://www.youtube.com/watch?v=1kctbMklFRY&list=PLgZcta946nx6VJwselnihWBX_GZh3rW1x,text/html, charset=utf-8,200,OK,"Lê Giang hài hước ""đòi"" làm Vợ Tương Lai của Đàm Vĩnh Hưng - YouTube",68,600,"Mới đây, Đàm Vĩnh Hưng đã cho ra mắt MV ""Vợ tương lai"", được xây dựng theo phong cách trẻ trung, hài hước, kế thừa thành công của các MV cũ như “Vì anh là so...",160,987,"bat mi bi mat, bật mí bí mật, khúc hát se duyên, hậu trường nghệ thuật, hot news, diễn viên, hài hước, vui nhộn, tin tức, hẹn hò, ca sĩ, nghệ thuật, truyền h...",160,Video này không sẵn có.,23,"Lê Giang hài hước ""đòi"" làm Vợ Tương Lai của Đàm Vĩnh Hưng",58,,0,,0,noindex,,,https://www.youtube.com/watch?v=1kctbMklFRY&list=PLgZcta946nx6VJwselnihWBX_GZh3rW1x,425207,3814,3.9998586,4,15,14,0.01,196,169,11,7,411daeb2b4207f4bbeb39d8d901bacac,0.15,,,,4.377 lượt xem,"
    Lê Giang hài hước ""đòi"" làm Vợ Tương Lai của Đàm Vĩnh Hưng
  ","Xuất bản 8 thg 5, 2019","
    <a class=""yt-uix-sessionlink       spf-link"" data-sessionlink=""itct=CL8BEOE5IhMI77T19KGT4gIV8cJMAh33wwEgKPgd"" href=""/channel/UCQv21ybDEcNyJdtpAHuv-5g"">BẬT MÍ BÍ MẬT</a>
  ",https://www.youtube.com/watch?v=1kctbMklFRY&list=PLgZcta946nx6VJwselnihWBX_GZh3rW1x,,,
https://www.youtube.com/watch?v=PIikjfgJmBI,text/html, charset=utf-8,200,OK,Thiên Linh cái & Kuman Thong – thứ bùa chú bí ẩn và rùng rợn nhất ở Thái Lan. - YouTube,87,736,"Thứ bùa ngãi tâm linh này có gì đáng sợ đến vậy? --- Bật mí bí mật là kênh giải trí cập nhật những tin tức, video hot của hậu trường showbiz. Đừng quên subsc...",160,937,"bat mi bi mat, bật mí bí mật, khúc hát se duyên, hậu trường nghệ thuật, hot news, diễn viên, hài hước, vui nhộn, tin tức, hẹn hò, ca sĩ, nghệ thuật, truyền h...",160,Video này không sẵn có.,23,Thiên Linh cái & Kuman Thong – thứ bùa chú bí ẩn và rùng rợn nhất ở Thái Lan.,77,Bản phiên âm,12,,0,,,,https://www.youtube.com/watch?v=PIikjfgJmBI,209048,952,2.2085836,4,4,2,0,58,36,10,7,48c7e90849df75f765c67fd2b062292e,0.154,,,,9.252 lượt xem,"
    Thiên Linh cái & Kuman Thong – thứ bùa chú bí ẩn và rùng rợn nhất ở Thái Lan.
  ","Xuất bản 2 thg 3, 2019","
    <a class=""yt-uix-sessionlink       spf-link"" data-sessionlink=""itct=CDgQ4TkiEwj0-KL1oZPiAhVzkcIKHTCABEYo-B0"" href=""/channel/UCQv21ybDEcNyJdtpAHuv-5g"">BẬT MÍ BÍ MẬT</a>
  ",https://www.youtube.com/watch?v=PIikjfgJmBI,,,
https://www.youtube.com/watch?v=ir07iWAskl0,text/html, charset=utf-8,200,OK,Làm Bánh Crepe Ngàn Lớp Bằng Bộ Nồi Mini - YouTube,61,452,Hello các em! Hôm nay chị sẽ hướng dẫn các em làm 1 chiếc bánh Crepe ngàn lớp từ bộ nồi nấu ăn mini. Nói là bánh Crepe ngàn lớp tuy nhiên thực ra nó không có...,160,968,"thơ nguyễn, làm bánh, crepe, ngàn lớp, bộ nồi nấu ăn, mini, bánh crepe ngàn lớp, trà xanh, cầu vồng, bánh sinh nhật, gato",121,Video này không sẵn có.,23,Làm Bánh Crepe Ngàn Lớp Bằng Bộ Nồi Mini,40,,0,,0,,,,https://www.youtube.com/watch?v=ir07iWAskl0,214415,974,2.2302544,4,4,2,0,57,35,10,7,cca805d3aa6618e03f96e8f8610695f,0.147,,,,1.859.969 lượt xem,"
    Làm Bánh Crepe Ngàn Lớp Bằng Bộ Nồi Mini
  ","Xuất bản 24 thg 2, 2019","
    <a class=""yt-uix-sessionlink       spf-link"" data-sessionlink=""itct=CD8Q4TkiEwigssP1oZPiAhUjQoUKHbnJDi8o-B0"" href=""/channel/UCSJsjCiTl2lourZXnigVCoA"">Thơ Nguyễn</a>
       
      <span aria-label=""Đã xác minh"" class=""yt-channel-title-icon-verified yt-uix-tooltip yt-sprite"" data-tooltip-text=""Đã xác minh""></span>
  ",https://www.youtube.com/watch?v=ir07iWAskl0,,,
https://www.youtube.com/watch?v=3DxOYoD-MWU,text/html, charset=utf-8,200,OK,Paris By Night 119 - Nhạc Vàng Muôn Thuở (Full Program) - YouTube,65,561,"Paris By Night 119 - Nhạc Vàng Muôn Thuở (Full Program) 1. Phần Mở Đầu 2. Xóm Đêm (Phạm Đình Chương) Minh Tuyết 1:05 3. & Những Bước Chân Âm Thầm (Kim Tuấn, ...",160,1027,"pbn 119, nhac vang muon thuo, thuy nga, paris by night, nhung buoc chan am tham, co the thoi, manh tinh thuong, minh tuyet, nhu quynh, che linh, dan nguyen, ...",160,Video này không sẵn có.,23,Paris By Night 119 - Nhạc Vàng Muôn Thuở (Full Program),55,,0,,0,,,,https://www.youtube.com/watch?v=3DxOYoD-MWU,264235,1395,2.6873806,4,293,129,0.08,96,39,10,7,775a22b8bbcc63ec2829804e44279142,0.146,,,,6.812.583 lượt xem,"
    Paris By Night 119 - Nhạc Vàng Muôn Thuở (Full Program)
  ","Xuất bản 22 thg 11, 2017","
    <a class=""yt-uix-sessionlink       spf-link"" data-sessionlink=""itct=CGMQ4TkiEwir5Nb1oZPiAhVWd2AKHbgNClko-B0"" href=""/channel/UC7nMrW3baKp0dA5Tz9ulVYQ"">Thuy Nga</a>
       
      <span aria-label=""Đã xác minh"" class=""yt-channel-title-icon-verified yt-uix-tooltip yt-sprite"" data-tooltip-text=""Đã xác minh""></span>
  ",https://www.youtube.com/watch?v=3DxOYoD-MWU,,,
https://www.youtube.com/watch?v=GGllP9aWRCg,text/html, charset=utf-8,200,OK,Vine - Viên thuốc thần kì - YouTube,35,285,Facebook các diễn viên: https://www.facebook.com/cris.phan.7 https://www.facebook.com/ngozdoll?fref=ts * Facebook của Cẩm nang game thủ: https://www.facebook...,160,977,"CrisDevilGamer, Cris Devil Gamer, Cris Devil, Devil Gamer, binh luan game, binh luan game bua, binh luan game hai, binh luan hai, binh luan game vui, binh lu...",160,Video này không sẵn có.,23,Vine - Viên thuốc thần kì,25,,0,,0,,,,https://www.youtube.com/watch?v=GGllP9aWRCg,190134,893,2.5345283,4,6,3,0,60,39,10,7,b33c2cab0e58a86914de3cde754866a5,0.165,,,,216.621 lượt xem,"
    Vine - Viên thuốc thần kì
  ","Xuất bản 30 thg 10, 2015","
    <a class=""yt-uix-sessionlink       spf-link"" data-sessionlink=""itct=CDUQ4TkiEwifyOH1oZPiAhWDo1gKHeAZAf0o-B0"" href=""/channel/UCd0neB_LB1xpwIYDetX2qTg"">Cris Devil Gamer</a>
       
      <span aria-label=""Đã xác minh"" class=""yt-channel-title-icon-verified yt-uix-tooltip yt-sprite"" data-tooltip-text=""Đã xác minh""></span>
  ",https://www.youtube.com/watch?v=GGllP9aWRCg,,,
https://www.youtube.com/watch?v=nsrqRYVEktc,text/html, charset=utf-8,200,OK,MỀU VÀ REDHOOD KHÁM PHÁ CÁNH CỔNG ĐI LÊN MẶT TRĂNG*REDHOOD CHẾ TẠO CÁNH CỔNG ĐI LÊN MẶT TRĂNG - YouTube,103,1109,MỀU VÀ REDHOOD KHÁM PHÁ CÁNH CỔNG ĐI LÊN MẶT TRĂNG*REDHOOD CHẾ TẠO CÁNH CỔNG ĐI LÊN MẶT TRĂNG ▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬ Chào mừng các bạn đã đến với Pirate ...,160,1318,"mều và redhood, khám phá cánh cổng, đi lên mặt trăng, cánh cổng lên mặt trăng, redhood chế tạo, cùng redhood và mều, đi săn cá mập, săn cá mập khổng lồ, săn ...",160,Video này không sẵn có.,23,MỀU VÀ REDHOOD KHÁM PHÁ CÁNH CỔNG ĐI LÊN MẶT TRĂNG*REDHOOD CHẾ TẠO CÁNH CỔNG ĐI LÊN MẶT TRĂNG,93,,0,,0,,,,https://www.youtube.com/watch?v=nsrqRYVEktc,210781,1158,3.0884552,4,122,61,0.04,80,51,10,7,78d4ba5298b343f6382864c9f03d7985,0.166,,,,2.459.340 lượt xem,"
    MỀU VÀ REDHOOD KHÁM PHÁ CÁNH CỔNG ĐI LÊN MẶT TRĂNG*REDHOOD CHẾ TẠO CÁNH CỔNG ĐI LÊN MẶT TRĂNG
  ","Xuất bản 13 thg 8, 2018","
    <a class=""yt-uix-sessionlink       spf-link"" data-sessionlink=""itct=CD0Q4TkiEwj5q-L1oZPiAhWcMioKHWOOD8Mo-B0"" href=""/channel/UCEWh4gVnm2QIwUDVPU7gaZQ"">Pirate TV</a>
  ",https://www.youtube.com/watch?v=nsrqRYVEktc,,,
https://www.youtube.com/playlist?list=PLp8CEBG74Bb9-baBFemukG_f7MSb5S0w0,text/html, charset=utf-8,200,OK,Đã phát sóng NGƯỜI ẤY LÀ AI? - Mùa 1 | Show giải trí có nhiều lượt xem đồng thời nhất trên YouTube 2018 - YouTube,113,958,Show truyền hình giải trí truy tìm Ai là Độc Thân - Ai đã Có Chủ - Ai thuộc Giới Tính Thứ 3,91,520,,0,Vie GIẢITRÍ,11,Đã phát sóng NGƯỜI ẤY LÀ AI? - Mùa 1 | Show giải trí có nhiều lượt xem đồng thời nhất trên YouTube 2018,103,,0,,0,,,,http://www.youtube.com/playlist?list=PLp8CEBG74Bb9-baBFemukG_f7MSb5S0w0,191038,784,1.8839184,4,31,31,0.02,81,41,9,9,649cd8fd593b6d110543f5e1f7e88e38,0.422,,,,,,,,https://www.youtube.com/playlist?list=PLp8CEBG74Bb9-baBFemukG_f7MSb5S0w0,,,
